Verified in DB,Database Product Name,Source,﻿Item ID,Department Name,Item Name,Size,Item Size,Base Price Palmers,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8374,008 BAKERY,Russian T1 EA Cookie,1 EA,1 EA,$0.75,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8375,008 BAKERY,Spritz Cookie,1 EA,1 EA,$1.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8376,008 BAKERY,Sugar Cookie,1 EA,1 EA,$1.10,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8378,008 BAKERY,Sugar Cookie,1 EA,6-Pack,$6.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8379,008 BAKERY,Sugar Cookie,1 EA,12-Pack,$12.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8380,008 BAKERY,White Chocolate Macadamia Cookie,1 EA,Large,$3.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8407,008 BAKERY,Butterscotch Pots De Crème,1 EA,4 oz Individual,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8412,008 BAKERY,Chocolate Chip Banana Br1 EAd Pdng,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8416,008 BAKERY,Chocolate Chip Br1 EAd Pudding,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8417,008 BAKERY,Chocolate Chip Br1 EAd Pudding,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8419,008 BAKERY,Chocolate Chip Br1 EAd Pudding,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8420,008 BAKERY,Chocolate Pots De Crème,1 EA,10 Inch Large,$30.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8421,008 BAKERY,Chocolate Pots De Crème,1 EA,4 oz Individual,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8422,008 BAKERY,Chocolate Pudding Cup,1 EA,4 oz Individual,$5.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8427,008 BAKERY,Classic Flan,1 EA,Large,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8428,008 BAKERY,Classic Flan,1 EA,Small,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8439,008 BAKERY,Crème Brulee,1 EA,10 Inch Large,$30.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8440,008 BAKERY,Crème Brulee,1 EA,4 oz Individual,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8446,008 BAKERY,Fudge Brownie,1 EA,1 EA,$2.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8447,008 BAKERY,Fudge Brownie,1 EA,1 EA,$2.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8450,008 BAKERY,Lemon Bar,1 EA,1 EA,$3.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8451,008 BAKERY,Lemon Bar,1 EA,1 EA,$3.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8470,008 BAKERY,Raisin Br1 EAd Pudding,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8471,008 BAKERY,Raisin Br1 EAd Pudding,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8484,008 BAKERY,Turtle Brownie,1 EA,1 EA,$4.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8485,008 BAKERY,Turtle Brownie,1 EA,1 EA,$4.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8499,008 BAKERY,Angel Food Cake,1 EA,4 Inch Small,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8500,008 BAKERY,Angel Food Cake,1 EA,6 Inch Small,$26.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8501,008 BAKERY,Angel Food Cake,1 EA,9 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8502,008 BAKERY,Angel Food Strawberry Shortcake,1 EA,1 EA,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8503,008 BAKERY,Apple Cranberry Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8504,008 BAKERY,Apple Cranberry Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8506,008 BAKERY,Apple Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8507,008 BAKERY,Apple Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8509,008 BAKERY,Aunt Clara's Fruitcake,1 EA,LB,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8510,008 BAKERY,Blueberry Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8511,008 BAKERY,Blueberry Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8514,008 BAKERY,Brownie Pop,1 EA,1 EA,$3.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8516,008 BAKERY,Cheesecake Pop,1 EA,1 EA,$4.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8518,008 BAKERY,Cherry Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8519,008 BAKERY,Cherry Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8521,008 BAKERY,Chocolate Flourless Cake,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8522,008 BAKERY,Chocolate Flourless Cake,1 EA,8 Inch Large,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8523,008 BAKERY,Chocolate Flourless Cake,1 EA,6 Inch Small,$26.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8524,008 BAKERY,Chocolate Flourless Cake,1 EA,4 Inch Small,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8527,008 BAKERY,Mixed Berry Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8528,008 BAKERY,Mixed Berry Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8533,008 BAKERY,P1 EA Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8534,008 BAKERY,P1 EA Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8539,008 BAKERY,Strawberry Rhubarb Crisp,1 EA,Large,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8540,008 BAKERY,Strawberry Rhubarb Crisp,1 EA,Small,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8546,008 BAKERY,Tiramisu,1 EA,Individual,$7.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8547,008 BAKERY,Tiramisu,1 EA,6 Inch Small,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8548,008 BAKERY,Tiramisu,1 EA,9 Inch Large,$42.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8549,008 BAKERY,Tres Leches Cake,1 EA,6 Inch Small,$20.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8551,008 BAKERY,Yum Yum,1 EA,1 EA,$3.25,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8555,008 BAKERY,Carrot Cake Cheesecake,1 EA,Slice,$10.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8556,008 BAKERY,Carrot Cake Cheesecake,1 EA,6 Inch Small,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8557,008 BAKERY,Carrot Cake Cheesecake,1 EA,9 Inch Large,$60.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8558,008 BAKERY,Lemon Meringue Cheesecake,1 EA,Slice,$10.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8559,008 BAKERY,Lemon Meringue Cheesecake,1 EA,6 Inch Small,$42.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8560,008 BAKERY,Lemon Meringue Cheesecake,1 EA,9 Inch Large,$55.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8561,008 BAKERY,Honey Pistachio Baklava Cheesecake,1 EA,Slice,$10.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8572,008 BAKERY,Bourbon Pumpkin Cheesecake,1 EA,Slice,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8573,008 BAKERY,Bourbon Pumpkin Cheesecake,1 EA,Slice,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8574,008 BAKERY,Pumpkin Cheesecake,1 EA,9 Inch Large,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8575,008 BAKERY,Pumpkin Cheesecake,1 EA,6 Inch Small,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8584,008 BAKERY,Carrot Cake Cheesecake,1 EA,Slice,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8599,008 BAKERY,Choc Salted Caramel Cheesecake,1 EA,6 Inch Small,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8600,008 BAKERY,Classic Vanilla Cheesecake,1 EA,Slice,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8602,008 BAKERY,Classic Vanilla Cheesecake,1 EA,9 Inch Large,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8603,008 BAKERY,Classic Vanilla Cheesecake,1 EA,6 Inch Small,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8604,008 BAKERY,Cookie Dough Cheesecake,1 EA,Slice,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8611,008 BAKERY,Dulce de Leche Cheesecake,1 EA,6 Inch Small,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8612,008 BAKERY,Key Lime Cheesecake,1 EA,Slice,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8613,008 BAKERY,Key Lime Cheesecake,1 EA,Slice,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8614,008 BAKERY,Key Lime Cheesecake,1 EA,9 Inch Large,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8615,008 BAKERY,Key Lime Cheesecake,1 EA,6 Inch Small,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8641,008 BAKERY,Strawberry Cheesecake,1 EA,Slice,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8643,008 BAKERY,Strawberry Cheesecake,1 EA,6 Inch Small,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8647,008 BAKERY,Tiramisu Cheesecake,1 EA,6 Inch Small,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8659,008 BAKERY,White Choc Raspberry Cheesecake,1 EA,6 Inch Small,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8674,008 BAKERY,Apple Cranberry Crumb Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8675,008 BAKERY,Apple Cranberry Crumb Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8676,008 BAKERY,Apple Cranberry Crumb Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8686,008 BAKERY,Blueberry Crumb Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8687,008 BAKERY,Blueberry Crumb Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8688,008 BAKERY,Blueberry Crumb Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8689,008 BAKERY,Cherry Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8690,008 BAKERY,Cherry Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8691,008 BAKERY,Cherry Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8692,008 BAKERY,Chocolate Cr1 EAm Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8693,008 BAKERY,Chocolate Cr1 EAm Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8694,008 BAKERY,Chocolate Cr1 EAm Pie,1 EA,10 Inch Large,$34.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8698,008 BAKERY,Key Lime Pie,1 EA,6 Inch Small,$12.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8699,008 BAKERY,Key Lime Pie,1 EA,10 Inch Large,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8700,008 BAKERY,Key Lime Pie,1 EA,Slice,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8701,008 BAKERY,Lemon Meringue Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8702,008 BAKERY,Lemon Meringue Pie,1 EA,Slice,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8703,008 BAKERY,Lemon Meringue Pie,1 EA,6 Inch Small,$12.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8704,008 BAKERY,Maple Pecan Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8705,008 BAKERY,Maple Pecan Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8706,008 BAKERY,Maple Pecan Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8707,008 BAKERY,Mile High Apple Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8708,008 BAKERY,Mile High Apple Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8709,008 BAKERY,Mile High Apple Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8710,008 BAKERY,Mixed Berry Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8711,008 BAKERY,Mixed Berry Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8712,008 BAKERY,Mixed Berry Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8713,008 BAKERY,P1 EA Crumb Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8714,008 BAKERY,P1 EA Crumb Pie,1 EA,10 Inch Large,$30.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8715,008 BAKERY,P1 EA Crumb Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8716,008 BAKERY,Pumpkin Pie,1 EA,Slice,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8717,008 BAKERY,Pumpkin Pie,1 EA,6 Inch Small,$10.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8718,008 BAKERY,Pumpkin Pie,1 EA,10 Inch Large,$24.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8719,008 BAKERY,Strawberry Rhubarb Pie,1 EA,6 Inch Small,$13.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8720,008 BAKERY,Strawberry Rhubarb Pie,1 EA,10 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8721,008 BAKERY,Strawberry Rhubarb Pie,1 EA,Slice,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8734,008 BAKERY,Apple Frangipane Tart,1 EA,4 Inch Small,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8736,008 BAKERY,Apple Frangipane Tart,1 EA,8 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8740,008 BAKERY,Chocolate P1 EAnut Butter Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8743,008 BAKERY,Chocolate Salted Caramel Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8744,008 BAKERY,Chocolate Salted Caramel Tart,1 EA,Slice,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8745,008 BAKERY,Chocolate Salted Caramel Tart,1 EA,8 Inch Large,$30.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8746,008 BAKERY,Flag Tart,1 EA,8 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8747,008 BAKERY,Fresh Fruit Tart,1 EA,4 Inch Small,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8748,008 BAKERY,Fresh Fruit Tart,1 EA,Slice,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8749,008 BAKERY,Fresh Fruit Tart,1 EA,8 Inch Large,$36.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8750,008 BAKERY,Honey Mascarpone Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8751,008 BAKERY,Honey Mascarpone Tart,1 EA,Slice,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8752,008 BAKERY,Honey Mascarpone Tart,1 EA,8 Inch Large,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8753,008 BAKERY,Key Lime Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8756,008 BAKERY,Lemon Blueberry Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8758,008 BAKERY,Lemon Blueberry Tart,1 EA,8 Inch Large,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8759,008 BAKERY,Lemon Meringue Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8760,008 BAKERY,Lemon Meringue Tart,1 EA,Slice,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8761,008 BAKERY,Lemon Meringue Tart,1 EA,8 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8762,008 BAKERY,Linzer Tart,1 EA,4 Inch Small,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8763,008 BAKERY,Linzer Tart,1 EA,Slice,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8764,008 BAKERY,Linzer Tart,1 EA,8 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8765,008 BAKERY,P1 EAr Almond Tart,1 EA,4 Inch Small,$9.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8766,008 BAKERY,P1 EAr Almond Tart,1 EA,Slice,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8767,008 BAKERY,P1 EAr Almond Tart,1 EA,8 Inch Large,$32.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8783,008 BAKERY,White Chocolate Raspberry Tart,1 EA,4 Inch Small,$8.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8784,008 BAKERY,White Chocolate Raspberry Tart,1 EA,Slice,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8785,008 BAKERY,White Chocolate Raspberry Tart,1 EA,8 Inch Large,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8802,008 BAKERY,Cannoli Chip Platter,1 EA,1 EA,$21.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8803,008 BAKERY,Cannoli Chip Platter,1 EA,Small,$25.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8819,008 BAKERY,Dessert Platter,1 EA,One Size,$24.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8823,008 BAKERY,"Holiday Cookie Platter, Small",1 EA,Small,$46.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8825,008 BAKERY,Russian T1 EA Platter,1 EA,Small,$25.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8826,008 BAKERY,Mini Coconut Macaroon Platter,1 EA,1 EA,$25.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8827,008 BAKERY,Sugar Snowflake Platter,1 EA,Small,$25.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8828,008 BAKERY,Vanilla Spritz Platter,1 EA,Small,$25.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8830,008 BAKERY,Black On White Cake,1 EA,Slice,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8831,008 BAKERY,Black On White Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8834,008 BAKERY,Chocolate Fudge Raspberry Cake,1 EA,Slice,$6.75,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8835,008 BAKERY,Chocolate Fudge Raspberry Cake,1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8836,008 BAKERY,Chocolate Obsession Cake,1 EA,Slice,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8837,008 BAKERY,Chocolate Obsession Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8838,008 BAKERY,Chocolate Oreo Cake,1 EA,Slice,$6.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8839,008 BAKERY,Chocolate Oreo Cake,1 EA,1 EA,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8842,008 BAKERY,Chocolate Salted Caramel Cake,1 EA,Slice,$6.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8843,008 BAKERY,Chocolate Salted Caramel Cake,1 EA,1 EA,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8845,008 BAKERY,Carrot Cake (VE),1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8846,008 BAKERY,Coconut Cake,1 EA,Slice,$6.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8847,008 BAKERY,Coconut Cake (VE),1 EA,"6"" Round",$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8850,008 BAKERY,Coconut Passion Cake,1 EA,Slice,$6.75,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8851,008 BAKERY,Coconut Passion Cake,1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8853,008 BAKERY,Cookie Dough Cake,1 EA,1 EA,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8854,008 BAKERY,Rainbow Sprinkle Cake,1 EA,Slice,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8855,008 BAKERY,Rainbow Sprinkle Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8863,008 BAKERY,Red Velvet Cake,1 EA,1 EA,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8864,008 BAKERY,Strawberries & Cr1 EAm Cake,1 EA,Slice,$6.75,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8865,008 BAKERY,Strawberries & Cr1 EAm Cake,1 EA,"6"" Round",$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8866,008 BAKERY,Strawberry Vanilla Cake,1 EA,Slice,$6.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8867,008 BAKERY,Strawberry Vanilla Cake,1 EA,1 EA,$40.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8869,008 BAKERY,Triple Chocolate Cake,1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8871,008 BAKERY,Tuxedo Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8873,008 BAKERY,Tuxedo Crunch Cake,1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8876,008 BAKERY,Very Vanilla Cake,1 EA,Slice,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8877,008 BAKERY,Very Vanilla Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8878,008 BAKERY,White Chocolate Raspberry Cake,1 EA,Slice,$6.75,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8879,008 BAKERY,White Chocolate Raspberry Cake,1 EA,1 EA,$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8880,008 BAKERY,White On Black Cake,1 EA,Slice,$6.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8881,008 BAKERY,White On Black Cake,1 EA,1 EA,$35.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8884,008 BAKERY,Deck the Halls Cake,1 EA,"6"" Small",$45.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8893,008 BAKERY,Almond Crunch Cupcake,1 EA,1 EA,$3.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8897,008 BAKERY,Black On White Cupcake,1 EA,1 EA,$3.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8898,008 BAKERY,Fun Cupcake,1 EA,Regular,$3.50,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8900,008 BAKERY,Bunny Hop Cupcake Collection,1 EA,Half Dozen,$28.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8904,008 BAKERY,Cannoli Chip Cupcake,1 EA,1 EA Mini,$2.00,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8905,008 BAKERY,Cannoli Chip Cupcake,1 EA,1 EA,$4.00,,,,,,,,,,,,,,,,,,,,
